source_title,relation,target,template
擕,zh-see,攜,zh-see
擝,alt,掹,zh-forms
擫,zh-see,擪,zh-see
擵,zh-see,摩,zh-see
攅,zh-see,攢,zh-see
攊,zh-see,擽,zh-see
攨,zh-see,搲,zh-see
攬,s,揽,zh-forms
攬,alt,擥,zh-forms
攬,alt,覽,zh-forms
攵,zh-see,攴,zh-see
攵,zh-see,文,zh-see
攷,zh-see,考,zh-see
敇,alt,𢽟,zh-forms
敇,zh-see,策,zh-see
敇,zh-see,敕,zh-see
敓,t2,敚,zh-forms
敓,s,敚,zh-forms
敓,alt,𭣳,zh-forms
敘,s,叙,zh-forms
敘,t2,敍,zh-forms
敘,alt,𪠩,zh-forms
敘,alt,𣁏,zh-forms
敟,zh-see,典,zh-see
敪,zh-see,掇,zh-see
敺,s,驱,zh-forms
敺,alt,𢿛,zh-forms
敺,zh-see,驅,zh-see
敺,alt,𢿛,zh-forms
敺,zh-see,毆,zh-see
敾,zh-see,繕,zh-see
斈,zh-see,學,zh-see
斉,zh-see,齊,zh-see
斍,zh-see,覺,zh-see
斎,zh-see,齋,zh-see
斒,alt,𣁊,zh-forms
斒,alt,𢼶,zh-forms
斘,zh-see,升,zh-see
斚,zh-see,斝,zh-see
斳,zh-see,芹,zh-see
斵,zh-see,斲,zh-see
斾,zh-see,旆,zh-see
旈,zh-see,旒,zh-see
旉,zh-see,敷,zh-see
旑,zh-see,旖,zh-see
旙,zh-see,幡,zh-see
旪,zh-see,協,zh-see
旳,zh-see,的,zh-see
旹,zh-see,時,zh-see
旾,zh-see,春,zh-see
昇,s,升,zh-forms
昇,alt,曻,zh-forms
昇,s2,昇,zh-forms
昗,zh-see,昃,zh-see
昚,zh-see,慎,zh-see
昬,zh-see,昏,zh-see
昷,zh-see,𥁕,zh-see
昷,zh-see,溫,zh-see
昷,zh-see,𣌬,zh-see
昻,zh-see,昂,zh-see
昿,zh-see,曠,zh-see
暯,zh-see,暮,zh-see
曁,zh-see,暨,zh-see
晳,zh-see,晰,zh-see
晳,zh-see,皙,zh-see
暁,zh-see,曉,zh-see
暎,zh-see,映,zh-see
暜,zh-see,替,zh-see
暜,zh-see,普,zh-see
暞,zh-see,曒,zh-see
暣,zh-see,氣,zh-see
暦,zh-see,曆,zh-see
曊,s,𪰶,zh-forms
曊,zh-see,昲,zh-see
曌,zh-see,照,zh-see
曍,zh-see,皞,zh-see
曑,zh-see,參,zh-see
曓,zh-see,暴,zh-see
曡,zh-see,疊,zh-see
曯,zh-see,燭,zh-see
曺,zh-see,曹,zh-see
曻,zh-see,昇,zh-see
曽,zh-see,曾,zh-see
朂,zh-see,勖,zh-see
朖,alt,𦚣,zh-forms
朖,zh-see,朗,zh-see
朙,zh-see,明,zh-see
朢,zh-see,望,zh-see
朣,alt,膧,zh-forms
朿,zh-see,刺,zh-see
杉,alt,檆,zh-forms
杮,alt,𣏕,zh-forms
杮,alt,柹,zh-forms
杮,alt,𣐈,zh-forms
枀,zh-see,松,zh-see
枀,zh-see,榕,zh-see
枠,zh-see,樺,zh-see
枦,zh-see,櫨,zh-see
枧,zh-see,梘,zh-see
枬,zh-see,栴,zh-see
枴,s,拐,zh-forms
枴,alt,柺,zh-forms
枴,alt,𢶒,zh-forms
枴,alt,擓,zh-forms
枴,alt,乖,zh-forms
枴,alt,獪,zh-forms
枽,zh-see,枼,zh-see
柗,zh-see,松,zh-see
柡,zh-see,栐,zh-see
査,zh-see,查,zh-see
柿,alt,柹,zh-forms
柿,alt,枾,zh-forms
柿,alt,𣐈,zh-forms
栁,zh-see,柳,zh-see
栄,zh-see,榮,zh-see
栆,zh-see,棗,zh-see
栕,zh-see,桭,zh-see
栣,zh-see,荏,zh-see
栰,zh-see,筏,zh-see
桒,zh-see,桑,zh-see
桘,zh-see,槌,zh-see
桚,zh-see,拶,zh-see
桜,Han simp:1,櫻,Han simp
桜,zh-see,櫻,zh-see
桺,zh-see,柳,zh-see
梙,zh-see,槵,zh-see
梥,zh-see,松,zh-see
梸,zh-see,梨,zh-see
梹,zh-see,檳,zh-see
椗,zh-see,碇,zh-see
椘,zh-see,楚,zh-see
椝,zh-see,槼,zh-see
楍,zh-see,本,zh-see
楕,zh-see,橢,zh-see
楳,zh-see,梅,zh-see
楻,zh-see,艎,zh-see
楽,Han simp:1,樂,Han simp
楽,zh-see,樂,zh-see
榍,alt,𣕋,zh-forms
榎,alt,檟,zh-forms
榟,zh-see,梓,zh-see
榢,zh-see,架,zh-see
槑,zh-see,梅,zh-see
槕,zh-see,桌,zh-see
槖,zh-see,橐,zh-see
槗,zh-see,橋,zh-see
様,zh-see,樣,zh-see
様,zh-see,橡,zh-see
槞,zh-see,櫳,zh-see
槡,zh-see,桑,zh-see
槨,s,椁,zh-forms
槨,alt,椁,zh-forms
樤,zh-see,條,zh-see
樧,s,𬂮,zh-forms
樧,alt,榝,zh-forms
権,zh-see,權,zh-see
樬,zh-see,棇,zh-see
樬,zh-see,楤,zh-see
樷,zh-see,叢,zh-see
橅,zh-see,模,zh-see
橓,zh-see,蕣,zh-see
橜,zh-see,橛,zh-see
橣,zh-see,檸,zh-see
橮,zh-see,柳,zh-see
橰,zh-see,槔,zh-see
檁,s,檩,zh-forms
檅,zh-see,槥,zh-see
檆,zh-see,杉,zh-see
檙,zh-see,朾,zh-see
檚,zh-see,楚,zh-see
檝,s,楫,zh-forms
檯,s,台,zh-forms
檯,t2,枱,zh-forms
檯,t3,臺,zh-forms
檯,t4,台,zh-forms
檯,alt,𣜉,zh-forms
檱,zh-see,棋,zh-see
櫈,zh-see,凳,zh-see
櫉,zh-see,櫥,zh-see
櫕,zh-see,欑,zh-see
櫥,s,橱,zh-forms
櫥,alt,橱,zh-forms
櫥,alt,櫉,zh-forms
櫫,s,橥,zh-forms
櫮,zh-see,萼,zh-see
櫵,zh-see,樵,zh-see
櫽,s,𬄩,zh-forms
櫽,alt,檃,zh-forms
櫽,alt,檼,zh-forms
櫽,alt,𨽌,zh-forms
欅,zh-see,櫸,zh-see
欉,zh-see,叢,zh-see
氷,zh-see,冰,zh-see
欍,zh-see,桕,zh-see
欎,zh-see,鬱,zh-see
欵,zh-see,款,zh-see
歀,zh-see,款,zh-see
歝,zh-see,斁,zh-see
歨,zh-see,步,zh-see
歩,zh-see,步,zh-see
歬,zh-see,前,zh-see
歮,zh-see,澀,zh-see
歯,Han simp:1,齒,Han simp
歯,zh-see,齒,zh-see
歳,zh-see,歲,zh-see
歴,zh-see,歷,zh-see
殼,s,壳,zh-forms
殼,alt,殻,zh-forms
殼,alt,㱿,zh-forms
殼,alt,愨,zh-forms
毘,zh-see,毗,zh-see
毝,zh-see,彩,zh-see
毧,zh-see,絨,zh-see
毩,zh-see,鞠,zh-see
毴,zh-see,屄,zh-see
毶,zh-see,𣯶,zh-see
毺,zh-see,毹,zh-see
氞,zh-see,氝,zh-see
氺,zh-see,水,zh-see
汅,zh-see,沔,zh-see
汬,zh-see,阱,zh-see
汬,zh-see,淨,zh-see
沀,zh-see,汿,zh-see
沢,zh-see,澤,zh-see
泘,zh-see,滹,zh-see
泘,zh-see,浮,zh-see
泟,zh-see,浾,zh-see
洜,zh-see,洛,zh-see
洠,zh-see,涘,zh-see
浂,zh-see,泆,zh-see
浂,zh-see,灌,zh-see
浂,zh-see,盥,zh-see
浱,zh-see,漘,zh-see
涁,zh-see,滲,zh-see
涙,zh-see,淚,zh-see
涰,zh-see,啜,zh-see
淍,alt,周,zh-forms
淗,zh-see,泦,zh-see
淧,zh-see,㴵,zh-see
淾,zh-see,飲,zh-see
淿,zh-see,泊,zh-see
渁,zh-see,淵,zh-see
渆,zh-see,淵,zh-see
渇,zh-see,渴,zh-see
済,Han simp:1,濟,Han simp
済,zh-see,濟,zh-see
渉,zh-see,涉,zh-see
渏,zh-see,漪,zh-see
渕,zh-see,淵,zh-see
渪,zh-see,濡,zh-see
湌,zh-see,飧,zh-see
湌,zh-see,餐,zh-see
湐,zh-see,洦,zh-see
湧,t2,涌,zh-forms
湧,s,涌,zh-forms
湧,alt,悀,zh-forms
湧,alt,愑,zh-forms
湬,zh-see,湫,zh-see
湶,zh-see,泉,zh-see
湹,zh-see,瀍,zh-see
湺,zh-see,涎,zh-see
湻,zh-see,淳,zh-see
湼,zh-see,涅,zh-see
湽,zh-see,淄,zh-see
満,zh-see,滿,zh-see
溄,zh-see,漨,zh-see
溈,s,沩,zh-forms
溈,t2,潙,zh-forms
溋,zh-see,盈,zh-see
溕,zh-see,濛,zh-see
溙,zh-see,汰,zh-see
溙,zh-see,漆,zh-see
溨,zh-see,渽,zh-see
溫,s,温,zh-forms
溫,t2,温,zh-forms
溬,zh-see,㳾,zh-see
溰,zh-see,皚,zh-see
溸,zh-see,溯,zh-see
滝,zh-see,瀧,zh-see
滣,zh-see,漘,zh-see
滺,zh-see,浟,zh-see
漃,zh-see,寂,zh-see
漄,zh-see,涯,zh-see
漋,zh-see,湰,zh-see
漧,zh-see,乾,zh-see
潂,zh-see,洪,zh-see
潃,zh-see,滫,zh-see
潄,zh-see,漱,zh-see
潅,zh-see,灌,zh-see
潊,zh-see,漵,zh-see
潹,zh-see,潺,zh-see
澏,zh-see,浛,zh-see
澑,zh-see,溜,zh-see
澘,zh-see,潸,zh-see
澙,zh-see,潟,zh-see
澛,zh-see,瀂,zh-see
澝,zh-see,濘,zh-see
澟,zh-see,凜,zh-see
濐,zh-see,渚,zh-see
濚,s,溁,zh-forms
濚,zh-see,瀯,zh-see
濚,zh-see,濴,zh-see
濳,zh-see,潛,zh-see
濴,s,𬈜,zh-forms
濵,zh-see,濱,zh-see
濻,zh-see,瀢,zh-see
濿,s,𪵱,zh-forms
濿,alt,砅,zh-forms
濿,alt,厲,zh-forms
瀐,zh-see,瀸,zh-see
瀓,zh-see,澄,zh-see
瀥,zh-see,滈,zh-see
瀬,zh-see,瀨,zh-see
灁,zh-see,淵,zh-see
灋,alt,𢌇,zh-forms
灋,alt,𫼒,zh-forms
灋,zh-see,法,zh-see
灍,zh-see,㵐,zh-see
灐,zh-see,瀅,zh-see
灔,zh-see,灩,zh-see
灜,zh-see,瀛,zh-see
灩,s,滟,zh-forms
灩,t2,灧,zh-forms
灩,alt,灔,zh-forms
灩,alt,𤅿,zh-forms
灩,alt,灎,zh-forms
灲,zh-see,灱,zh-see
灳,zh-see,輝,zh-see
灻,zh-see,赤,zh-see
炇,alt,𤆝,zh-forms
炏,zh-see,炎,zh-see
炏,zh-see,烗,zh-see
炗,zh-see,光,zh-see
炚,zh-see,光,zh-see
炝,zh-see,熗,zh-see
炧,zh-see,灺,zh-see
炲,zh-see,炱,zh-see
為,s,为,zh-forms
為,t2,爲,zh-forms
為,alt,𤔡,zh-forms
為,alt,𫞟,zh-forms
為,alt,𬊓,zh-forms
為,alt,𦥮,zh-forms
為,Han simp:1,爲,Han simp
炿,zh-see,烐,zh-see
烡,zh-see,光,zh-see
烣,zh-see,恢,zh-see
烮,zh-see,烈,zh-see
烱,zh-see,炯,zh-see
烾,zh-see,赤,zh-see
焈,zh-see,熙,zh-see
焊,alt,銲,zh-forms
焊,alt,釬,zh-forms
焎,zh-see,烲,zh-see
焏,zh-see,亟,zh-see
焔,zh-see,焰,zh-see
焤,zh-see,腐,zh-see
焧,zh-see,熜,zh-see
焳,zh-see,爝,zh-see
焹,zh-see,焵,zh-see
焼,zh-see,燒,zh-see
焽,zh-see,焸,zh-see
煡,zh-see,燼,zh-see
煫,zh-see,燧,zh-see
煭,zh-see,烈,zh-see
煷,zh-see,火,zh-see
煺,zh-see,㷟,zh-see
熈,zh-see,熙,zh-see
熍,zh-see,焪,zh-see
熫,zh-see,炙,zh-see
熴,zh-see,焜,zh-see
熶,zh-see,爨,zh-see
熶,zh-see,撮,zh-see
燇,zh-see,焌,zh-see
燑,zh-see,烔,zh-see
燗,zh-see,爛,zh-see
燛,zh-see,煚,zh-see
燪,zh-see,熜,zh-see
燯,zh-see,爧,zh-see
燰,s,𬊺,zh-forms
燲,zh-see,熁,zh-see
燳,zh-see,照,zh-see
燺,zh-see,熇,zh-see
爋,zh-see,熏,zh-see
爎,zh-see,燎,zh-see
爕,zh-see,燮,zh-see
爗,zh-see,燁,zh-see
爥,zh-see,燭,zh-see
牅,zh-see,墉,zh-see
牋,zh-see,箋,zh-see
牕,zh-see,窗,zh-see
犠,zh-see,犧,zh-see
犾,zh-see,㹜,zh-see
猂,zh-see,悍,zh-see
猯,zh-see,貒,zh-see
猳,zh-see,豭,zh-see
獃,t2,呆,zh-forms
獃,s,呆,zh-forms
獎,s,奖,zh-forms
獎,alt,奬,zh-forms
獎,alt,㢡,zh-forms
獎,alt,奨,zh-forms
獏,zh-see,貘,zh-see
玁,s,𤞤,zh-forms
玅,zh-see,妙,zh-see
玔,zh-see,釧,zh-see
珁,zh-see,瓷,zh-see
珎,zh-see,珍,zh-see
珡,zh-see,琴,zh-see
珤,zh-see,寶,zh-see
珱,zh-see,瓔,zh-see
珳,zh-see,玟,zh-see
珻,zh-see,玫,zh-see
琌,zh-see,陵,zh-see
琍,zh-see,璃,zh-see
琍,alt,𭹳,zh-forms
琖,t,盞,zh-forms
琖,t2,琖,zh-forms
琖,s,盏,zh-forms
琖,zh-see,盞,zh-see
琝,zh-see,珉,zh-see
琹,zh-see,琴,zh-see
琺,s,珐,zh-forms
瑠,zh-see,琉,zh-see
瑯,zh-see,琅,zh-see
瑻,s,𪻲,zh-forms
璍,zh-see,燁,zh-see
璝,s,𪻺,zh-forms
璝,zh-see,瑰,zh-see
爼,zh-see,俎,zh-see
瓈,s,璃,zh-forms
瓌,zh-see,瑰,zh-see
甆,zh-see,瓷,zh-see
甦,s,苏,zh-forms
甦,t2,蘇,zh-forms
甦,alt,穌,zh-forms
甦,alt,𤯳,zh-forms
甴,alt,由,zh-forms
甴,zh-see,由,zh-see
畂,zh-see,畝,zh-see
畂,zh-see,㙀,zh-see
畄,zh-see,留,zh-see
畆,zh-see,畝,zh-see
畍,zh-see,界,zh-see
畒,zh-see,畝,zh-see
畕,zh-see,疆,zh-see
畞,zh-see,畝,zh-see
畡,zh-see,垓,zh-see
畣,zh-see,答,zh-see
畧,zh-see,略,zh-see
畮,zh-see,畝,zh-see
畳,zh-see,疊,zh-see
畵,zh-see,畫,zh-see
疅,zh-see,疆,zh-see
疉,zh-see,疊,zh-see
疎,zh-see,疏,zh-see
疩,zh-see,瘁,zh-see
疿,zh-see,痱,zh-see
痐,zh-see,蛔,zh-see
痖,zh-see,瘂,zh-see
痩,zh-see,瘦,zh-see
痮,s,𪽪,zh-forms
痺,s,痹,zh-forms
痺,t2,痹,zh-forms
瘓,s,痪,zh-forms
瘬,zh-see,脹,zh-see
瘺,s,瘘,zh-forms
瘺,alt,瘻,zh-forms
癇,s,痫,zh-forms
癇,alt,癎,zh-forms
癇,alt,𤺛,zh-forms
癇,alt,𣩝,zh-forms
癇,alt,𣩞,zh-forms
癎,zh-see,癇,zh-see
癏,zh-see,瘝,zh-see
癒,s,愈,zh-forms
癒,t2,愈,zh-forms
癒,t3,瘉,zh-forms
癒,alt,俞,zh-forms
癮,s,瘾,zh-forms
癮,alt,𤻘,zh-forms
癮,s,瘾,zh-forms
癮,alt,唁,zh-forms
癮,alt,孍,zh-forms
癮,alt,憖,zh-forms
癳,zh-see,瘰,zh-see
発,zh-see,發,zh-see
皍,zh-see,即,zh-see
皥,zh-see,皞,zh-see
皨,zh-see,星,zh-see
皷,zh-see,鼓,zh-see
皹,zh-see,皸,zh-see
皼,zh-see,鼓,zh-see
盁,zh-see,盈,zh-see
盃,zh-see,杯,zh-see
盇,zh-see,盍,zh-see
盌,zh-see,碗,zh-see
盽,zh-see,䀱,zh-see
眀,zh-see,明,zh-see
県,zh-see,縣,zh-see
眿,zh-see,眽,zh-see
睂,zh-see,眉,zh-see
睜,s,睁,zh-forms
睜,s,睁,zh-forms
矁,zh-see,瞅,zh-see
矅,zh-see,𧢢,zh-see
矅,zh-see,曜,zh-see
矝,zh-see,矜,zh-see
矦,zh-see,侯,zh-see
矴,zh-see,碇,zh-see
砇,zh-see,珉,zh-see
砒,alt,磇,zh-forms
砕,zh-see,碎,zh-see
砵,zh-see,缽,zh-see
硶,zh-see,磣,zh-see
碯,zh-see,瑙,zh-see
磗,zh-see,磚,zh-see
磱,s,𮀤,zh-forms
礀,zh-see,澗,zh-see
礍,zh-see,碣,zh-see
礟,zh-see,礮,zh-see
礠,zh-see,磁,zh-see
礻,zh-see,衤,zh-see
祘,zh-see,算,zh-see
祘,zh-see,蒜,zh-see
祙,alt,𥘯,zh-forms
祶,zh-see,禘,zh-see
禙,zh-see,褙,zh-see
禝,zh-see,稷,zh-see
禥,zh-see,祺,zh-see
禩,zh-see,祀,zh-see
秈,s,籼,zh-forms
秈,t2,籼,zh-forms
秌,zh-see,秋,zh-see
稖,zh-see,䎧,zh-see
稲,zh-see,稻,zh-see
稸,zh-see,蓄,zh-see
穂,zh-see,穗,zh-see
穏,zh-see,穩,zh-see
穣,zh-see,穰,zh-see
穤,zh-see,糯,zh-see
窂,zh-see,牢,zh-see
窓,zh-see,窗,zh-see
窻,zh-see,窗,zh-see
竃,zh-see,竈,zh-see
竒,zh-see,奇,zh-see
竤,zh-see,竑,zh-see
竸,zh-see,競,zh-see
笵,zh-see,範,zh-see
筂,zh-see,篪,zh-see
筃,zh-see,茵,zh-see
筅,alt,箲,zh-forms
筅,alt,𣮛,zh-forms
筙,zh-see,箂,zh-see
筞,zh-see,策,zh-see
筨,alt,䈄,zh-forms
筱,alt,篠,zh-forms
筱,alt,筿,zh-forms
筱,alt,𥴽,zh-forms
筱,alt,𥭪,zh-forms
箆,zh-see,篦,zh-see
箎,zh-see,篪,zh-see
箲,zh-see,筅,zh-see
篏,zh-see,嵌,zh-see
篐,zh-see,箍,zh-see
簆,zh-see,筘,zh-see
簑,zh-see,蓑,zh-see
簒,zh-see,篡,zh-see
簔,zh-see,蓑,zh-see
簘,Han simp:1,簫,Han simp
簘,zh-see,簫,zh-see
簷,zh-see,檐,zh-see
籘,zh-see,籐,zh-see
籨,zh-see,奩,zh-see
籵,zh-see,蹯,zh-see
粋,zh-see,粹,zh-see
簮,zh-see,簪,zh-see
粛,zh-see,肅,zh-see
粧,zh-see,妝,zh-see
粬,zh-see,麴,zh-see
粵,s,粤,zh-forms
粵,alt,丿冈丂,zh-forms
粵,alt,丿,zh-forms
粵,alt,𡩭,zh-forms
粵,alt,𦉿,zh-forms
粵,s,粤,zh-forms
粵,alt,𠿋,zh-forms
粵,alt,𡩭,zh-forms
粵,s,粤,zh-forms
粵,alt,𡩭,zh-forms
糉,zh-see,粽,zh-see
糙,alt,𥽹,zh-forms
糛,zh-see,糖,zh-see
糡,zh-see,糨,zh-see
糤,zh-see,饊,zh-see
糭,zh-see,粽,zh-see
糿,zh-see,幼,zh-see
糿,zh-see,功,zh-see
糿,zh-see,絕,zh-see
紣,zh-see,綷,zh-see
紥,zh-see,紮,zh-see
絋,zh-see,纊,zh-see
経,zh-see,經,zh-see
絍,s,𫟃,zh-forms
絤,zh-see,線,zh-see
絨,s,绒,zh-forms
絵,Han simp:1,繪,Han simp
絵,zh-see,繪,zh-see
絸,zh-see,繭,zh-see
綂,zh-see,統,zh-see
綕,zh-see,織,zh-see
綘,zh-see,縫,zh-see
継,zh-see,繼,zh-see
綤,zh-see,紹,zh-see
綿,s,绵,zh-forms
綿,alt,緜,zh-forms
緍,zh-see,緡,zh-see
緥,zh-see,褓,zh-see
緾,zh-see,纏,zh-see
縁,zh-see,緣,zh-see
縂,zh-see,總,zh-see
縄,zh-see,繩,zh-see
縕,s,缊,zh-forms
縕,t2,緼,zh-forms
縘,zh-see,繫,zh-see
縦,zh-see,縱,zh-see
繊,zh-see,纖,zh-see
繌,zh-see,緵,zh-see
繍,zh-see,繡,zh-see
繤,zh-see,纂,zh-see
繿,s,䍀,zh-forms
纃,s,𬘧,zh-forms
纄,zh-see,鑝,zh-see
纎,zh-see,纖,zh-see
纒,zh-see,纏,zh-see
纟,zh-see,糹,zh-see
绬,zh-see,緓,zh-see
缐,Han simp:1,線,Han simp
缐,zh-see,線,zh-see
缷,zh-see,卸,zh-see
缻,zh-see,缶,zh-see
缼,zh-see,缺,zh-see
缽,s,钵,zh-forms
缽,t2,鉢,zh-forms
缽,alt,盋,zh-forms
缽,alt,𥁅,zh-forms
缽,alt,𥁈,zh-forms
缾,zh-see,瓶,zh-see
罃,s,䓨,zh-forms
罇,zh-see,樽,zh-see
罈,t2,罎,zh-forms
罈,s,坛,zh-forms
罈,alt,壜,zh-forms
罈,alt,埮,zh-forms
罈,alt,墰,zh-forms
罈,alt,𡐧,zh-forms
罈,alt,墵,zh-forms
罈,alt,𤮦,zh-forms
罏,s,𬙎,zh-forms
罓,zh-see,網,zh-see
罙,zh-see,冞,zh-see
罙,zh-see,𥥍,zh-see
罙,zh-see,穼,zh-see
罸,zh-see,罰,zh-see
罼,s,𬙝,zh-forms
罼,alt,𦌎,zh-forms
罼,alt,𦌂,zh-forms
羇,alt,覉,zh-forms
羕,alt,𣴎,zh-forms
羗,zh-see,羌,zh-see
羗,zh-see,羑,zh-see
羢,zh-see,絨,zh-see
羮,zh-see,羹,zh-see
翝,zh-see,翃,zh-see
翶,zh-see,翱,zh-see
耈,zh-see,耇,zh-see
耉,zh-see,耇,zh-see
耯,zh-see,穫,zh-see
聀,zh-see,職,zh-see
聃,alt,耼,zh-forms
聃,alt,𦕐,zh-forms
聓,zh-see,婿,zh-see
聡,zh-see,聰,zh-see
聫,zh-see,聯,zh-see
聮,zh-see,聯,zh-see
聴,zh-see,聽,zh-see
聼,zh-see,聽,zh-see
肻,zh-see,肯,zh-see
胷,zh-see,胸,zh-see
腗,zh-see,脾,zh-see
膃,s,腽,zh-forms
膃,t2,腽,zh-forms
膐,zh-see,膂,zh-see
膓,zh-see,腸,zh-see
臋,zh-see,臀,zh-see
臓,zh-see,臟,zh-see
臮,alt,𡮧,zh-forms
臮,alt,𦤌,zh-forms
臮,zh-see,暨,zh-see
臯,zh-see,皋,zh-see
舎,zh-see,舍,zh-see
舘,zh-see,館,zh-see
舩,zh-see,船,zh-see
舮,zh-see,艫,zh-see
艁,zh-see,造,zh-see
艢,zh-see,檣,zh-see
艥,zh-see,楫,zh-see
艶,zh-see,豔,zh-see
艸,alt,艹,zh-forms
艸,alt,䒑,zh-forms
艸,zh-see,草,zh-see
芁,zh-see,𦫶,zh-see
芌,zh-see,芋,zh-see
芕,zh-see,芍,zh-see
苅,zh-see,刈,zh-see
茡,alt,荢,zh-forms
荘,zh-see,莊,zh-see
荢,zh-see,茡,zh-see
莵,zh-see,菟,zh-see
莾,zh-see,莽,zh-see
菓,zh-see,果,zh-see
菢,alt,哺,zh-forms
菷,zh-see,帚,zh-see
萂,zh-see,䒩,zh-see
萅,zh-see,春,zh-see
萔,zh-see,苕,zh-see
萞,zh-see,蓖,zh-see
萟,zh-see,藝,zh-see
萲,zh-see,萱,zh-see
葊,zh-see,菴,zh-see
葘,zh-see,菑,zh-see
葢,zh-see,蓋,zh-see
蒀,zh-see,蒕,zh-see
蒍,t2,蔿,zh-forms
蒍,s,𫇭,zh-forms
蒕,s,蒀,zh-forms
蒕,t2,蒀,zh-forms
蒞,t2,涖,zh-forms
蒞,t3,莅,zh-forms
蒞,s,莅,zh-forms
蒭,zh-see,芻,zh-see
蓞,zh-see,萏,zh-see
蓤,zh-see,菱,zh-see
蔉,s,蓘,zh-forms
蔥,s,葱,zh-forms
蔥,t2,葱,zh-forms
蔥,alt,𦯎,zh-forms
蔥,alt,䓗,zh-forms
蔥,alt,菍,zh-forms
蔥,alt,𦴜,zh-forms
蔥,alt,𧁗,zh-forms
蔥,alt,𢚱,zh-forms
蔥,alt,𦹎,zh-forms
蔥,s,葱,zh-forms
蔥,t2,葱,zh-forms
蔮,s,𬜿,zh-forms
蔲,zh-see,蔻,zh-see
蔴,zh-see,麻,zh-see
蔵,zh-see,藏,zh-see
蕋,zh-see,蕊,zh-see
蕌,zh-see,藟,zh-see
蕚,zh-see,萼,zh-see
蕵,alt,薞,zh-forms
蕵,alt,𦻂,zh-forms
蕿,zh-see,萱,zh-see
薑,s,姜,zh-forms
薑,alt,䕬,zh-forms
薑,alt,𧅁,zh-forms
薑,alt,𦷗,zh-forms
薑,alt,葁,zh-forms
薑,alt,姜,zh-forms
薫,zh-see,薰,zh-see
薬,zh-see,藥,zh-see
藡,zh-see,荻,zh-see
藮,zh-see,樵,zh-see
藲,zh-see,櫙,zh-see
藳,zh-see,稿,zh-see
藼,zh-see,萱,zh-see
蘂,zh-see,蕊,zh-see
蘃,zh-see,蕊,zh-see
蘍,zh-see,薰,zh-see
蘎,zh-see,驥,zh-see
蘓,zh-see,蘇,zh-see
蘜,zh-see,菊,zh-see
蘝,zh-see,蘞,zh-see
蘯,zh-see,蕩,zh-see
蘷,zh-see,夔,zh-see
虁,zh-see,夔,zh-see
虗,zh-see,虛,zh-see
虝,zh-see,虎,zh-see
蚉,zh-see,蚊,zh-see
蛍,zh-see,螢,zh-see
蛠,zh-see,珕,zh-see
蜖,zh-see,蛔,zh-see
蜫,zh-see,昆,zh-see
蜫,zh-see,䖵,zh-see
蝅,zh-see,蠶,zh-see
蝈,zh-see,蟈,zh-see
蝫,alt,蠩,zh-forms
蝯,zh-see,猿,zh-see
蝿,zh-see,蠅,zh-see
螆,zh-see,蛓,zh-see
螎,zh-see,融,zh-see
螡,zh-see,蚊,zh-see
蟁,zh-see,蚊,zh-see
蟇,zh-see,蟆,zh-see
蟝,zh-see,螶,zh-see
蠍,s,蝎,zh-forms
蠍,t2,蝎,zh-forms
蠎,zh-see,蟒,zh-see
蠏,zh-see,蟹,zh-see
蠧,zh-see,蠹,zh-see
蠫,alt,𧏇,zh-forms
蠫,zh-see,劙,zh-see
蠫,zh-see,剺,zh-see
衂,zh-see,衄,zh-see
衆,zh-see,眾,zh-see
衘,zh-see,銜,zh-see
衚,s,胡,zh-forms
衚,t2,胡,zh-forms
衟,zh-see,道,zh-see
袞,s,衮,zh-forms
袵,zh-see,衽,zh-see
裠,zh-see,裙,zh-see
裡,s,里,zh-forms
裡,t2,裏,zh-forms
裦,zh-see,褒,zh-see
裩,zh-see,褌,zh-see
裵,zh-see,裴,zh-see
褝,zh-see,襌,zh-see
覀,zh-see,西,zh-see
覀,zh-see,襾,zh-see
覄,zh-see,覆,zh-see
覉,zh-see,羇,zh-see
覊,zh-see,羈,zh-see
覌,zh-see,觀,zh-see
覐,zh-see,覺,zh-see
覙,zh-see,覶,zh-see
覙,zh-see,診,zh-see
覚,Han simp:1,覺,Han simp
覚,zh-see,覺,zh-see
覧,zh-see,覽,zh-see
観,zh-see,觀,zh-see
觧,zh-see,解,zh-see
觧,zh-see,鮮,zh-see
觾,zh-see,燕,zh-see
訁,s,讠,zh-forms
訙,zh-see,訊,zh-see
詋,zh-see,咒,zh-see
誫,zh-see,震,zh-see
誼,s,谊,zh-forms
誼,alt,竩,zh-forms
誼,alt,𧧼,zh-forms
諐,zh-see,愆,zh-see
諬,zh-see,啟,zh-see
謭,zh-see,譾,zh-see
譋,zh-see,讕,zh-see
譲,zh-see,讓,zh-see
譵,zh-see,懟,zh-see
讃,zh-see,讚,zh-see
讠,zh-see,訁,zh-see
豀,zh-see,溪,zh-see
豄,zh-see,瀆,zh-see
豊,alt,𧯽,zh-forms
豊,zh-see,禮,zh-see
豊,zh-see,豐,zh-see
豒,zh-see,秩,zh-see
豘,zh-see,豚,zh-see
豙,alt,𧱏,zh-forms
貁,alt,𤣛,zh-forms
貋,zh-see,豻,zh-see
貎,zh-see,猊,zh-see
貦,zh-see,玩,zh-see
貭,zh-see,質,zh-see
貮,zh-see,貳,zh-see
賉,zh-see,恤,zh-see
